Date,Open,High,Low,Close,Adj Close,Volume
2001-10-30,20.250000,20.450001,20.174999,20.450001,17.185108,45441800
2001-10-31,20.549999,21.250000,20.504999,20.940001,17.596876,11104400
2001-11-01,21.125000,21.299999,20.900000,21.084999,17.718723,3901800
2001-11-02,21.025000,21.549999,21.010000,21.450001,18.025455,4075000
2001-11-05,21.750000,21.750000,21.375000,21.445000,18.021255,2763800
2001-11-06,21.475000,22.150000,21.075001,22.025000,18.508652,3248200
2001-11-07,21.875000,21.875000,21.245001,21.625000,18.172514,2675200
2001-11-08,21.500000,21.549999,21.000000,21.350000,17.941420,3404000
2001-11-09,21.250000,21.250000,20.500000,21.000000,17.647295,3291600
2001-11-12,21.000000,21.424999,20.850000,21.424999,18.004446,973600
2001-11-13,21.700001,21.700001,21.260000,21.375000,17.962421,1721800
2001-11-14,22.000000,23.000000,21.775000,22.975000,19.306980,4213000
2001-11-15,22.850000,23.375000,22.725000,23.375000,19.643122,2310400
2001-11-16,23.450001,23.600000,23.150000,23.400000,19.664133,2176200
2001-11-19,23.375000,23.785000,23.200001,23.750000,19.958250,2007200
2001-11-20,23.650000,24.625000,23.625000,24.400000,20.504480,2803000
2001-11-21,24.350000,24.850000,24.205000,24.504999,20.592718,2684000
2001-11-23,24.475000,24.674999,24.475000,24.590000,20.664141,287800
2001-11-26,24.850000,25.125000,24.150000,24.275000,20.399433,1917400
2001-11-27,24.400000,24.924999,24.135000,24.299999,20.420448,1148000
2001-11-28,24.275000,24.600000,23.754999,24.475000,20.567501,625200
2001-11-29,24.750000,25.049999,24.540001,25.004999,21.012892,1136800
2001-11-30,25.049999,25.500000,24.900000,25.424999,21.365837,2960200
2001-12-03,25.400000,25.650000,25.049999,25.650000,21.554909,1270800
2001-12-04,25.674999,25.750000,25.250000,25.750000,21.638952,794000
2001-12-05,25.900000,25.950001,24.350000,24.430000,20.529692,1356200
2001-12-06,24.450001,24.500000,23.674999,24.245001,20.374226,902600
2001-12-07,24.250000,24.350000,23.799999,24.299999,20.420448,649600
2001-12-10,24.299999,24.434999,24.075001,24.125000,20.273382,308000
2001-12-11,24.125000,24.344999,23.855000,24.100000,20.252375,892800
