2008-11-05 09:00:00,4.5189,4.5197,4.4436,4.4436,17760
2008-11-05 10:00:00,4.573,4.6082,4.573,4.5777,12960
2008-11-05 11:00:00,4.5675,4.5745,4.4225,4.4225,43620
2008-11-05 12:00:00,4.4405,4.4405,4.2265,4.2563,47100
2008-11-05 13:00:00,4.2861,4.2861,4.2296,4.2861,6600
2008-11-05 14:00:00,4.2257,4.2751,4.2257,4.2751,4800
2008-11-05 15:00:00,4.2406,4.3064,3.9286,3.9851,90360
2008-11-05 16:00:00,3.9976,3.9976,3.9976,3.9976,1200
2008-11-06 09:00:00,3.9035,3.9482,3.7781,3.7907,39600
2008-11-06 10:00:00,3.786,3.8095,3.6566,3.6629,63060
2008-11-06 11:00:00,3.6903,3.6927,3.5383,3.6057,161100
2008-11-06 12:00:00,3.5743,3.5751,3.4489,3.4952,472488
2008-11-06 13:00:00,3.492,3.492,3.3415,3.4411,1034640
2008-11-06 14:00:00,3.4489,3.5861,3.4489,3.5234,1236996
2008-11-06 15:00:00,3.5187,3.5336,3.347,3.3862,1320432
2008-11-06 16:00:00,3.3854,3.387,3.3854,3.387,3600
2008-11-07 08:00:00,3.4717,3.4717,3.4717,3.4717,4800
2008-11-07 09:00:00,3.4873,3.5485,3.3972,3.445,1490304
2008-11-07 10:00:00,3.4575,3.637,3.4575,3.5634,1463388
2008-11-07 11:00:00,3.5665,3.583,3.456,3.5798,801216
2008-11-07 12:00:00,3.5775,3.601,3.5195,3.5743,272784
2008-11-07 13:00:00,3.5751,3.59,3.5281,3.5665,278592
2008-11-07 14:00:00,3.5665,3.6566,3.4811,3.4811,915876
2008-11-07 15:00:00,3.4677,3.6449,3.4113,3.6253,1710864
2008-11-07 16:00:00,3.6786,3.7115,3.6786,3.7099,13200
2008-11-10 05:00:00,3.7617,3.7617,3.7617,3.7617,1200
2008-11-10 07:00:00,3.8016,3.8212,3.8016,3.8212,7200
2008-11-10 08:00:00,3.8408,3.9976,3.8408,3.88,12240
2008-11-10 09:00:00,3.8996,3.9145,3.7233,3.7781,897072
2008-11-10 10:00:00,3.8064,3.8307,3.6786,3.6896,1293504
2008-11-10 11:00:00,3.6896,3.7225,3.5406,3.5657,948384
2008-11-10 12:00:00,3.5704,3.6159,3.4285,3.4646,637512
2008-11-10 13:00:00,3.4646,3.5837,3.4309,3.5712,530052
2008-11-10 14:00:00,3.5681,3.5955,3.4152,3.4372,392520
2008-11-10 15:00:00,3.4411,3.4936,3.3713,3.4842,955908
2008-11-10 16:00:00,3.4058,3.4881,3.4058,3.4881,24600
2008-11-11 09:00:00,3.3313,3.4489,3.1589,3.1746,1027932
2008-11-11 10:00:00,3.1628,3.2663,3.155,3.155,1221432
2008-11-11 11:00:00,3.1518,3.2318,3.1197,3.1785,1115772
2008-11-11 12:00:00,3.155,3.1652,3.0962,3.1605,1050192
2008-11-11 13:00:00,3.1612,3.2835,3.1189,3.2796,1072356
2008-11-11 14:00:00,3.278,3.4685,3.2271,3.2459,3742668
2008-11-11 15:00:00,3.2451,3.336,3.1299,3.2537,2159184
2008-11-12 09:00:00,3.0962,3.1299,3.006,3.0884,1662060
2008-11-12 10:00:00,3.0852,3.0985,2.9214,2.9582,2892096
2008-11-12 11:00:00,2.959,3.0037,2.9034,2.9629,1834212
2008-11-12 12:00:00,2.9645,3.0147,2.9183,2.999,1039380
2008-11-12 13:00:00,3.0021,3.0147,2.9002,2.919,1227288
2008-11-12 14:00:00,2.919,2.9982,2.8728,2.9018,1081440
2008-11-12 15:00:00,2.9159,2.9473,2.8383,2.9394,3460404
2008-11-12 16:00:00,2.8916,2.9065,2.8916,2.9002,18840
2008-11-12 17:00:00,2.9002,2.9002,2.6651,2.6964,21600
2008-11-13 07:00:00,2.9002,2.9002,2.9002,2.9002,6060
2008-11-13 09:00:00,2.843,2.9394,2.7066,2.7074,2321484
2008-11-13 10:00:00,2.7066,2.9065,2.7066,2.7913,3537144
2008-11-13 11:00:00,2.7913,2.8218,2.7082,2.7239,1734444
2008-11-13 12:00:00,2.7489,2.7521,2.4221,2.4268,3409260
2008-11-13 13:00:00,2.4268,2.8516,2.4119,2.738,5860404
2008-11-13 14:00:00,2.7168,3.057,2.7043,2.9629,6860244
2008-11-13 15:00:00,2.9582,3.3235,2.8124,3.3094,8155176
2008-11-13 16:00:00,3.2757,3.4019,3.2757,3.2922,81876
2008-11-13 18:00:00,3.3078,3.3157,3.3078,3.3157,5220
2008-11-14 08:00:00,3.1354,3.1354,3.1338,3.1338,2400
2008-11-14 09:00:00,3.057,3.2922,3.057,3.2396,2854128
2008-11-14 10:00:00,3.2396,3.2686,2.9614,3.0053,4147932
2008-11-14 11:00:00,3.0076,3.0664,2.9339,2.9551,2873628
2008-11-14 12:00:00,2.9512,3.0468,2.8736,2.9966,3763464
2008-11-14 13:00:00,2.977,3.0774,2.8775,3.0256,3987984
2008-11-14 14:00:00,3.0256,3.3384,3.0021,3.3259,8271708
2008-11-14 15:00:00,3.3306,3.3705,2.861,2.8853,8240928
2008-11-14 16:00:00,2.8853,2.8853,2.8101,2.8101,57000
2008-11-14 17:00:00,2.8532,2.8532,2.8532,2.8532,6000
2008-11-14 18:00:00,2.8603,2.8603,2.8603,2.8603,1200
2008-11-14 19:00:00,2.8603,2.8736,2.8603,2.8736,4800
2008-11-17 08:00:00,2.7827,2.7827,2.7043,2.7043,37200
2008-11-17 09:00:00,2.6847,2.8422,2.6847,2.8265,3019704
2008-11-17 10:00:00,2.8265,2.8265,2.6651,2.6909,4553508
2008-11-17 11:00:00,2.6902,2.901,2.6878,2.8853,8115936
2008-11-17 12:00:00,2.8853,2.9825,2.8516,2.9002,7779816
2008-11-17 13:00:00,2.8955,2.9049,2.7928,2.883,3815472
2008-11-17 14:00:00,2.8759,2.9183,2.7889,2.8015,5483640
2008-11-17 15:00:00,2.8132,2.89,2.6651,2.6815,11597928
2008-11-17 16:00:00,2.6815,2.6964,2.6729,2.6729,55260
2008-11-17 17:00:00,2.6651,2.669,2.6651,2.6651,6600
2008-11-17 18:00:00,2.7403,2.7403,2.7403,2.7403,3000
2008-11-17 19:00:00,2.7427,2.7427,2.7427,2.7427,1200
2008-11-18 04:00:00,2.6259,2.6259,2.6259,2.6259,6000
2008-11-18 08:00:00,2.6651,2.7051,2.524,2.669,124800
2008-11-18 09:00:00,2.6651,2.7709,2.6392,2.6949,6052584
2008-11-18 10:00:00,2.6949,2.8171,2.629,2.7403,6486552
2008-11-18 11:00:00,2.7427,2.8148,2.6839,2.8109,4500756
2008-11-18 12:00:00,2.8038,2.8038,2.6416,2.6745,6090108
2008-11-18 13:00:00,2.6666,2.6666,2.4934,2.5984,9281856
2008-11-18 14:00:00,2.5969,2.5977,2.4417,2.4652,9305988
2008-11-18 15:00:00,2.4636,2.7388,2.455,2.7058,18996180
2008-11-18 16:00:00,2.7121,2.7983,2.7058,2.767,179580
2008-11-18 17:00:00,2.7748,2.7748,2.7356,2.7591,47400
2008-11-18 18:00:00,2.774,2.774,2.7435,2.7435,8400
2008-11-18 19:00:00,2.7082,2.7082,2.7082,2.7082,1200
2008-11-19 08:00:00,2.6267,2.6439,2.5945,2.5945,31380
2008-11-19 09:00:00,2.5945,2.7936,2.5945,2.6808,4244412
2008-11-19 10:00:00,2.6737,2.7944,2.553,2.5585,8305428
2008-11-19 11:00:00,2.5577,2.6086,2.4691,2.5161,15296688
2008-11-19 12:00:00,2.5161,2.5295,2.4456,2.5107,6812472
2008-11-19 13:00:00,2.5138,2.5569,2.4142,2.4934,8550192
2008-11-19 14:00:00,2.5005,2.5397,2.3837,2.4989,10781304
