Date,Open,High,Low,Close,Adj Close,Volume
1973-02-21,0.0,2.317073106765747,2.2560980319976807,2.2637200355529785,1.1957507133483887,756040
1973-02-22,0.0,2.3399391174316406,2.27134108543396,2.2865850925445557,1.2078280448913574,180400
1973-02-23,0.0,2.3323171138763428,2.2942070960998535,2.309451103210449,1.2199066877365112,186960
1973-02-26,0.0,2.3475608825683594,2.309451103210449,2.3399391174316406,1.2360117435455322,280440
1973-02-27,0.0,2.3551828861236572,2.248476028442383,2.248476028442383,1.187698245048523,490360
1973-02-28,0.0,2.309451103210449,2.233232021331787,2.2942070960998535,1.2234660387039185,303400
1973-03-01,0.0,2.309451103210449,2.2637200355529785,2.2637200355529785,1.207208275794983,164000
1973-03-02,0.0,2.324695110321045,2.2103660106658936,2.324695110321045,1.2397258281707764,359160
1973-03-05,0.0,2.3399391174316406,2.317073106765747,2.324695110321045,1.2397258281707764,62320
1973-03-06,0.0,2.362804889678955,2.3323171138763428,2.3475608825683594,1.251918911933899,190240
1973-03-07,0.0,2.378048896789551,2.3399391174316406,2.362804889678955,1.2600489854812622,375560
1973-03-08,0.0,2.4314019680023193,2.3856709003448486,2.3932929039001465,1.2763079404830933,552680
1973-03-09,0.0,2.3932929039001465,2.362804889678955,2.378048896789551,1.2681782245635986,98400
1973-03-12,0.0,2.378048896789551,2.3551828861236572,2.370426893234253,1.264113426208496,65600
1973-03-13,0.0,2.378048896789551,2.3551828861236572,2.378048896789551,1.2681782245635986,285360
1973-03-14,0.0,2.408536911010742,2.378048896789551,2.3856709003448486,1.272242784500122,126280
1973-03-15,0.0,2.41615891456604,2.3932929039001465,2.3932929039001465,1.2763079404830933,103320
1973-03-16,0.0,2.3856709003448486,2.309451103210449,2.317073106765747,1.2356605529785156,352600
1973-03-19,0.0,2.3399391174316406,2.27134108543396,2.278963088989258,1.2153372764587402,106600
1973-03-20,0.0,2.3018290996551514,2.278963088989258,2.278963088989258,1.2153372764587402,91840
1973-03-21,0.0,2.324695110321045,2.2560980319976807,2.2560980319976807,1.2031441926956177,147600
1973-03-22,0.0,2.2256100177764893,2.195122003555298,2.2027440071105957,1.1746909618377686,226320
1973-03-23,0.0,2.2256100177764893,2.195122003555298,2.2179880142211914,1.182820439338684,136120
1973-03-26,0.0,2.240854024887085,2.195122003555298,2.2256100177764893,1.1868852376937866,195160
1973-03-27,0.0,2.278963088989258,2.248476028442383,2.2637200355529785,1.207208275794983,85280
1973-03-28,0.0,2.2942070960998535,2.2560980319976807,2.27134108543396,1.2112724781036377,93480
1973-03-29,0.0,2.278963088989258,2.240854024887085,2.27134108543396,1.2112724781036377,159080
1973-03-30,0.0,2.2865850925445557,2.2637200355529785,2.2637200355529785,1.207208275794983,59040
1973-04-02,0.0,2.27134108543396,2.233232021331787,2.233232021331787,1.19094979763031,114800
1973-04-03,0.0,2.2637200355529785,2.2179880142211914,2.2256100177764893,1.1868852376937866,164000
1973-04-04,0.0,2.2637200355529785,2.233232021331787,2.233232021331787,1.19094979763031,83640
1973-04-05,0.0,2.248476028442383,2.2103660106658936,2.2103660106658936,1.1787558794021606,136120
1973-04-06,0.0,2.2560980319976807,2.2027440071105957,2.2256100177764893,1.1868852376937866,275520
1973-04-09,0.0,2.2560980319976807,2.1875,2.2560980319976807,1.2031441926956177,147600
1973-04-10,0.0,2.2942070960998535,2.2560980319976807,2.2942070960998535,1.2234660387039185,451000
1973-04-11,0.0,2.3323171138763428,2.278963088989258,2.3018290996551514,1.2275311946868896,252560
1973-04-12,0.0,2.362804889678955,2.324695110321045,2.3399391174316406,1.2478550672531128,237800
1973-04-13,0.0,2.370426893234253,2.3323171138763428,2.3475608825683594,1.251918911933899,241080
1973-04-16,0.0,2.3399391174316406,2.324695110321045,2.324695110321045,1.2397258281707764,47560
1973-04-17,0.0,2.3475608825683594,2.317073106765747,2.3475608825683594,1.251918911933899,124640
1973-04-18,0.0,2.3475608825683594,2.324695110321045,2.3399391174316406,1.2478550672531128,78720
1973-04-19,0.0,2.370426893234253,2.3323171138763428,2.370426893234253,1.264113426208496,282080
1973-04-23,0.0,2.3856709003448486,2.3551828861236572,2.378048896789551,1.2681782245635986,109880
1973-04-24,0.0,2.3856709003448486,2.2256100177764893,2.248476028442383,1.1990798711776733,378840
1973-04-25,0.0,2.248476028442383,2.1646339893341064,2.1646339893341064,1.1543673276901245,213200
1973-04-26,0.0,2.248476028442383,2.1722559928894043,2.248476028442383,1.1990798711776733,264040
1973-04-27,0.0,2.2560980319976807,2.1875,2.2027440071105957,1.1746909618377686,168920
1973-04-30,0.0,2.2256100177764893,2.1570119857788086,2.2256100177764893,1.1868852376937866,160720
1973-05-01,0.0,2.240854024887085,2.179877996444702,2.2256100177764893,1.1868852376937866,142680
1973-05-02,0.0,2.317073106765747,2.2637200355529785,2.2865850925445557,1.2194005250930786,239440
1973-05-03,0.0,2.27134108543396,2.233232021331787,2.2560980319976807,1.2031441926956177,350960
1973-05-04,0.0,2.317073106765747,2.2560980319976807,2.317073106765747,1.2356605529785156,459200
1973-05-07,0.0,2.3475608825683594,2.317073106765747,2.3475608825683594,1.251918911933899,195160
1973-05-08,0.0,2.378048896789551,2.3323171138763428,2.378048896789551,1.2681782245635986,129560
1973-05-09,0.0,2.3932929039001465,2.3475608825683594,2.3856709003448486,1.272242784500122,142680
1973-05-10,0.0,2.4009149074554443,2.3399391174316406,2.362804889678955,1.2600489854812622,295200
1973-05-11,0.0,2.3475608825683594,2.3018290996551514,2.3018290996551514,1.2275311946868896,242720
1973-05-14,0.0,2.3018290996551514,2.195122003555298,2.195122003555298,1.17062509059906,209920
1973-05-15,0.0,2.233232021331787,2.1570119857788086,2.2256100177764893,1.1868852376937866,309960
1973-05-16,0.0,2.233232021331787,2.2027440071105957,2.233232021331787,1.19094979763031,106600
1973-05-17,0.0,2.248476028442383,2.2103660106658936,2.2256100177764893,1.1868852376937866,86920
1973-05-18,0.0,2.233232021331787,2.1875,2.195122003555298,1.17062509059906,152520
1973-05-21,0.0,2.179877996444702,2.1570119857788086,2.179877996444702,1.1624966859817505,277160
1973-05-22,0.0,2.240854024887085,2.1646339893341064,2.1646339893341064,1.1543673276901245,159080
1973-05-23,0.0,2.2637200355529785,2.2103660106658936,2.2560980319976807,1.2031441926956177,111520
1973-05-24,0.0,2.378048896789551,2.240854024887085,2.378048896789551,1.2681782245635986,175480
1973-05-25,0.0,2.4237799644470215,2.3551828861236572,2.408536911010742,1.284436821937561,273880
1973-05-29,0.0,2.4009149074554443,2.3399391174316406,2.3399391174316406,1.2478550672531128,104960
1973-05-30,0.0,2.317073106765747,2.240854024887085,2.2637200355529785,1.207208275794983,182040
1973-05-31,0.0,2.2637200355529785,2.233232021331787,2.233232021331787,1.19094979763031,570720
1973-06-01,0.0,2.233232021331787,2.1875,2.195122003555298,1.17062509059906,583840
1973-06-04,0.0,2.1875,2.141767978668213,2.141767978668213,1.142173171043396,305040
1973-06-05,0.0,2.1570119857788086,2.1189019680023193,2.134145975112915,1.1381081342697144,242720
1973-06-06,0.0,2.1875,2.10365891456604,2.10365891456604,1.1218501329421997,137760
1973-06-07,0.0,2.134145975112915,2.0731709003448486,2.0731709003448486,1.1055917739868164,155800
1973-06-08,0.0,2.134145975112915,2.096036911010742,2.126523971557617,1.1340442895889282,111520
1973-06-11,0.0,2.195122003555298,2.126523971557617,2.1722559928894043,1.1584317684173584,239440
1973-06-12,0.0,2.233232021331787,2.195122003555298,2.2179880142211914,1.182820439338684,62320
1973-06-13,0.0,2.27134108543396,2.2179880142211914,2.248476028442383,1.1990798711776733,244360
1973-06-14,0.0,2.240854024887085,2.2256100177764893,2.2256100177764893,1.1868852376937866,47560
1973-06-15,0.0,2.2256100177764893,2.195122003555298,2.195122003555298,1.17062509059906,67240
1973-06-18,0.0,2.2027440071105957,2.1875,2.1875,1.1665608882904053,121360
1973-06-19,0.0,2.1875,2.0731709003448486,2.0731709003448486,1.1055917739868164,287000
1973-06-20,0.0,2.10365891456604,2.0884149074554443,2.10365891456604,1.1218501329421997,111520
